profit,max_dd,trades,winrate,ht_trades,o15_trades,o25_trades,score,calmar,params
839.427,-27.3160000000006,1556,0.7679948586118251,458,355,743,823.0373999999997,30.73023136623157,"{'priority_dd_threshold': -12, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'HT', 'O25'), 'skip_o25_below_dd': -10, 'skip_o15_below_dd': -15, 'full_stop_dd': -30, 'full_stop_trades': 5}"
838.111,-25.850000000000932,1560,0.7621794871794871,444,335,781,822.6009999999994,32.422088974853764,"{'priority_dd_threshold': -18, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O15', 'O25'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -10, 'full_stop_dd': -25, 'full_stop_trades': 5}"
838.489,-27.696000000001845,1557,0.7687861271676301,460,360,737,821.871399999999,30.274732813400643,"{'priority_dd_threshold': -10, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O25', 'O15'), 'skip_o25_below_dd': -12, 'skip_o15_below_dd': -20, 'full_stop_dd': None, 'full_stop_trades': 0}"
831.839,-17.129999999999995,1559,0.7613855035279025,388,408,763,821.561,48.56036193812027,"{'priority_dd_threshold': -5, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'O25', 'HT'), 'skip_o25_below_dd': -8, 'skip_o15_below_dd': -20, 'full_stop_dd': -16, 'full_stop_trades': 10}"
837.847,-27.84600000000046,1542,0.767833981841764,462,346,734,821.1393999999997,30.088594412123328,"{'priority_dd_threshold': -18, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O15', 'O25'), 'skip_o25_below_dd': -10, 'skip_o15_below_dd': -15, 'full_stop_dd': -30, 'full_stop_trades': 15}"
831.616,-22.2999999999995,1621,0.7489204194941395,371,331,919,818.2360000000003,37.29219730941788,"{'priority_dd_threshold': -5, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O25', 'O15', 'HT'), 'skip_o25_below_dd': -10, 'skip_o15_below_dd': -20, 'full_stop_dd': -30, 'full_stop_trades': 0}"
837.205,-31.626000000001,1549,0.7675919948353777,444,360,745,818.2293999999995,26.47204831467696,"{'priority_dd_threshold': -12, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'O25', 'HT'), 'skip_o25_below_dd': -18, 'skip_o15_below_dd': -20, 'full_stop_dd': -30, 'full_stop_trades': 10}"
830.207,-20.405999999999835,1468,0.7643051771117166,390,326,752,817.9634000000001,40.684455552288874,"{'priority_dd_threshold': -8, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'O25', 'HT'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -10, 'full_stop_dd': -16, 'full_stop_trades': 10}"
829.903,-20.854000000000724,1545,0.7618122977346279,437,315,793,817.3905999999996,39.79586650043019,"{'priority_dd_threshold': -7, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O25', 'O15'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -12, 'full_stop_dd': -20, 'full_stop_trades': 15}"
831.503,-23.79999999999984,1559,0.7633098139833226,454,329,776,817.2230000000002,34.93710084033637,"{'priority_dd_threshold': -7, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O25', 'O15'), 'skip_o25_below_dd': -12, 'skip_o15_below_dd': -15, 'full_stop_dd': -20, 'full_stop_trades': 15}"
829.835,-21.055999999999926,1467,0.7689161554192229,395,340,732,817.2014,39.41085676291807,"{'priority_dd_threshold': -7, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'HT', 'O25'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -12, 'full_stop_dd': -16, 'full_stop_trades': 5}"
835.565,-31.216000000000918,1535,0.7667752442996743,453,348,734,816.8353999999995,26.767202716554827,"{'priority_dd_threshold': -18, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O25', 'O15', 'HT'), 'skip_o25_below_dd': -15, 'skip_o15_below_dd': -20, 'full_stop_dd': -30, 'full_stop_trades': 15}"
837.351,-34.34200000000044,1618,0.7620519159456118,462,345,811,816.7457999999997,24.382709219031778,"{'priority_dd_threshold': -18, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O25', 'O15'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -15, 'full_stop_dd': None, 'full_stop_trades': 10}"
837.351,-34.34200000000044,1618,0.7620519159456118,462,345,811,816.7457999999997,24.382709219031778,"{'priority_dd_threshold': -15, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O15', 'O25'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -15, 'full_stop_dd': None, 'full_stop_trades': 0}"
833.681,-31.835999999999785,1537,0.7592713077423552,394,325,818,814.5794000000002,26.186738283704162,"{'priority_dd_threshold': -7, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'O25', 'HT'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -10, 'full_stop_dd': -30, 'full_stop_trades': 10}"
835.101,-34.34200000000044,1616,0.7617574257425742,462,344,810,814.4957999999997,24.317191776832722,"{'priority_dd_threshold': -15, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'HT', 'O25'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -12, 'full_stop_dd': -16, 'full_stop_trades': 0}"
824.6850000000001,-21.260000000000787,1483,0.7693863789615644,430,356,697,811.9289999999996,38.79045155220929,"{'priority_dd_threshold': -18, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O25', 'HT', 'O15'), 'skip_o25_below_dd': -8, 'skip_o15_below_dd': None, 'full_stop_dd': -20, 'full_stop_trades': 15}"
826.7090000000001,-25.202000000000226,1502,0.7609853528628495,389,321,792,811.5877999999999,32.80330926116946,"{'priority_dd_threshold': -7, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O25', 'HT', 'O15'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': None, 'full_stop_dd': -20, 'full_stop_trades': 5}"
822.991,-19.227999999999952,1450,0.7662068965517241,385,312,753,811.4542,42.801695444144066,"{'priority_dd_threshold': -8, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O25', 'HT', 'O15'), 'skip_o25_below_dd': -15, 'skip_o15_below_dd': -10, 'full_stop_dd': -16, 'full_stop_trades': 15}"
823.705,-22.240000000000805,1483,0.7693863789615644,432,354,697,810.3609999999995,37.03709532373967,"{'priority_dd_threshold': -18, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O25', 'HT', 'O15'), 'skip_o25_below_dd': -8, 'skip_o15_below_dd': -20, 'full_stop_dd': -20, 'full_stop_trades': 15}"
